State,Region Type,Region,Time,Frequency,Country of Birth of Person,Sex,Value,Flags
"Australian Capital Territory","Statistical Area Level 3","Special Purpose Codes SA3 (ACT)","2011","Annual","Vietnam","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","No usual address (ACT)","2011","Annual","Vietnam","Persons",0,
"Australian Capital Territory","States and Territories","Australian Capital Territory","2011","Annual","Born elsewhere(e)","Persons",18145,
"Australian Capital Territory","Statistical Area Level 4","Australian Capital Territory","2011","Annual","Born elsewhere(e)","Persons",18103,
"Australian Capital Territory","Statistical Area Level 3","Belconnen","2011","Annual","Born elsewhere(e)","Persons",4955,
"Australian Capital Territory","Statistical Area Level 2","Aranda","2011","Annual","Born elsewhere(e)","Persons",98,
"Australian Capital Territory","Statistical Area Level 2","Belconnen","2011","Annual","Born elsewhere(e)","Persons",400,
"Australian Capital Territory","Statistical Area Level 2","Bruce","2011","Annual","Born elsewhere(e)","Persons",393,
"Australian Capital Territory","Statistical Area Level 2","Charnwood","2011","Annual","Born elsewhere(e)","Persons",138,
"Australian Capital Territory","Statistical Area Level 2","Cook","2011","Annual","Born elsewhere(e)","Persons",166,
"Australian Capital Territory","Statistical Area Level 2","Dunlop","2011","Annual","Born elsewhere(e)","Persons",395,
"Australian Capital Territory","Statistical Area Level 2","Evatt","2011","Annual","Born elsewhere(e)","Persons",247,
"Australian Capital Territory","Statistical Area Level 2","Florey","2011","Annual","Born elsewhere(e)","Persons",305,
"Australian Capital Territory","Statistical Area Level 2","Flynn (ACT)","2011","Annual","Born elsewhere(e)","Persons",128,
"Australian Capital Territory","Statistical Area Level 2","Fraser","2011","Annual","Born elsewhere(e)","Persons",68,
"Australian Capital Territory","Statistical Area Level 2","Giralang","2011","Annual","Born elsewhere(e)","Persons",116,
"Australian Capital Territory","Statistical Area Level 2","Gooromon","2011","Annual","Born elsewhere(e)","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Hawker","2011","Annual","Born elsewhere(e)","Persons",163,
"Australian Capital Territory","Statistical Area Level 2","Higgins","2011","Annual","Born elsewhere(e)","Persons",194,
"Australian Capital Territory","Statistical Area Level 2","Holt","2011","Annual","Born elsewhere(e)","Persons",244,
"Australian Capital Territory","Statistical Area Level 2","Kaleen","2011","Annual","Born elsewhere(e)","Persons",409,
"Australian Capital Territory","Statistical Area Level 2","Latham","2011","Annual","Born elsewhere(e)","Persons",132,
"Australian Capital Territory","Statistical Area Level 2","Lawson","2011","Annual","Born elsewhere(e)","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Macgregor (ACT)","2011","Annual","Born elsewhere(e)","Persons",348,
"Australian Capital Territory","Statistical Area Level 2","Macquarie","2011","Annual","Born elsewhere(e)","Persons",161,
"Australian Capital Territory","Statistical Area Level 2","McKellar","2011","Annual","Born elsewhere(e)","Persons",176,
"Australian Capital Territory","Statistical Area Level 2","Melba","2011","Annual","Born elsewhere(e)","Persons",127,
"Australian Capital Territory","Statistical Area Level 2","Page","2011","Annual","Born elsewhere(e)","Persons",184,
"Australian Capital Territory","Statistical Area Level 2","Scullin","2011","Annual","Born elsewhere(e)","Persons",180,
"Australian Capital Territory","Statistical Area Level 2","Spence","2011","Annual","Born elsewhere(e)","Persons",88,
"Australian Capital Territory","Statistical Area Level 2","Weetangera","2011","Annual","Born elsewhere(e)","Persons",109,
"Australian Capital Territory","Statistical Area Level 3","Cotter - Namadgi","2011","Annual","Born elsewhere(e)","Persons",17,
"Australian Capital Territory","Statistical Area Level 2","ACT - South West","2011","Annual","Born elsewhere(e)","Persons",14,
"Australian Capital Territory","Statistical Area Level 2","Molonglo","2011","Annual","Born elsewhere(e)","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Namadgi","2011","Annual","Born elsewhere(e)","Persons",0,
"Australian Capital Territory","Statistical Area Level 3","Fyshwick - Pialligo - Hume","2011","Annual","Born elsewhere(e)","Persons",72,
"Australian Capital Territory","Statistical Area Level 2","ACT - East","2011","Annual","Born elsewhere(e)","Persons",26,
"Australian Capital Territory","Statistical Area Level 2","Hume","2011","Annual","Born elsewhere(e)","Persons",41,
"Australian Capital Territory","Statistical Area Level 2","Kowen","2011","Annual","Born elsewhere(e)","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Majura","2011","Annual","Born elsewhere(e)","Persons",4,
"Australian Capital Territory","Statistical Area Level 3","Gungahlin","2011","Annual","Born elsewhere(e)","Persons",2800,
"Australian Capital Territory","Statistical Area Level 2","Amaroo","2011","Annual","Born elsewhere(e)","Persons",233,
"Australian Capital Territory","Statistical Area Level 2","Bonner","2011","Annual","Born elsewhere(e)","Persons",133,
"Australian Capital Territory","Statistical Area Level 2","Casey","2011","Annual","Born elsewhere(e)","Persons",87,
"Australian Capital Territory","Statistical Area Level 2","Crace","2011","Annual","Born elsewhere(e)","Persons",44,
"Australian Capital Territory","Statistical Area Level 2","Forde","2011","Annual","Born elsewhere(e)","Persons",92,
"Australian Capital Territory","Statistical Area Level 2","Franklin","2011","Annual","Born elsewhere(e)","Persons",378,
"Australian Capital Territory","Statistical Area Level 2","Gungahlin","2011","Annual","Born elsewhere(e)","Persons",335,
"Australian Capital Territory","Statistical Area Level 2","Gungahlin - East","2011","Annual","Born elsewhere(e)","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Gungahlin - West","2011","Annual","Born elsewhere(e)","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Hall","2011","Annual","Born elsewhere(e)","Persons",8,
"Australian Capital Territory","Statistical Area Level 2","Harrison","2011","Annual","Born elsewhere(e)","Persons",249,
"Australian Capital Territory","Statistical Area Level 2","Mitchell","2011","Annual","Born elsewhere(e)","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Ngunnawal","2011","Annual","Born elsewhere(e)","Persons",506,
"Australian Capital Territory","Statistical Area Level 2","Nicholls","2011","Annual","Born elsewhere(e)","Persons",331,
"Australian Capital Territory","Statistical Area Level 2","Palmerston","2011","Annual","Born elsewhere(e)","Persons",405,
"Australian Capital Territory","Statistical Area Level 3","North Canberra","2011","Annual","Born elsewhere(e)","Persons",2919,
"Australian Capital Territory","Statistical Area Level 2","Acton","2011","Annual","Born elsewhere(e)","Persons",201,
"Australian Capital Territory","Statistical Area Level 2","Ainslie","2011","Annual","Born elsewhere(e)","Persons",235,
"Australian Capital Territory","Statistical Area Level 2","Braddon","2011","Annual","Born elsewhere(e)","Persons",385,
"Australian Capital Territory","Statistical Area Level 2","Campbell","2011","Annual","Born elsewhere(e)","Persons",193,
"Australian Capital Territory","Statistical Area Level 2","Civic","2011","Annual","Born elsewhere(e)","Persons",195,
"Australian Capital Territory","Statistical Area Level 2","Dickson","2011","Annual","Born elsewhere(e)","Persons",126,
"Australian Capital Territory","Statistical Area Level 2","Downer","2011","Annual","Born elsewhere(e)","Persons",218,
"Australian Capital Territory","Statistical Area Level 2","Hackett","2011","Annual","Born elsewhere(e)","Persons",145,
"Australian Capital Territory","Statistical Area Level 2","Lyneham","2011","Annual","Born elsewhere(e)","Persons",237,
"Australian Capital Territory","Statistical Area Level 2","O'Connor (ACT)","2011","Annual","Born elsewhere(e)","Persons",303,
"Australian Capital Territory","Statistical Area Level 2","Reid","2011","Annual","Born elsewhere(e)","Persons",122,
"Australian Capital Territory","Statistical Area Level 2","Turner","2011","Annual","Born elsewhere(e)","Persons",268,
"Australian Capital Territory","Statistical Area Level 2","Watson","2011","Annual","Born elsewhere(e)","Persons",291,
"Australian Capital Territory","Statistical Area Level 3","South Canberra","2011","Annual","Born elsewhere(e)","Persons",1170,
"Australian Capital Territory","Statistical Area Level 2","Deakin","2011","Annual","Born elsewhere(e)","Persons",89,
"Australian Capital Territory","Statistical Area Level 2","Forrest","2011","Annual","Born elsewhere(e)","Persons",50,
"Australian Capital Territory","Statistical Area Level 2","Griffith (ACT)","2011","Annual","Born elsewhere(e)","Persons",209,
"Australian Capital Territory","Statistical Area Level 2","Kingston - Barton","2011","Annual","Born elsewhere(e)","Persons",205,
"Australian Capital Territory","Statistical Area Level 2","Lake Burley Griffin","2011","Annual","Born elsewhere(e)","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Narrabundah","2011","Annual","Born elsewhere(e)","Persons",317,
"Australian Capital Territory","Statistical Area Level 2","Parkes (ACT)","2011","Annual","Born elsewhere(e)","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Red Hill (ACT)","2011","Annual","Born elsewhere(e)","Persons",191,
"Australian Capital Territory","Statistical Area Level 2","Yarralumla","2011","Annual","Born elsewhere(e)","Persons",109,
"Australian Capital Territory","Statistical Area Level 3","Tuggeranong","2011","Annual","Born elsewhere(e)","Persons",3312,
"Australian Capital Territory","Statistical Area Level 2","Banks","2011","Annual","Born elsewhere(e)","Persons",205,
"Australian Capital Territory","Statistical Area Level 2","Bonython","2011","Annual","Born elsewhere(e)","Persons",236,
"Australian Capital Territory","Statistical Area Level 2","Calwell","2011","Annual","Born elsewhere(e)","Persons",233,
"Australian Capital Territory","Statistical Area Level 2","Chisholm","2011","Annual","Born elsewhere(e)","Persons",161,
"Australian Capital Territory","Statistical Area Level 2","Conder","2011","Annual","Born elsewhere(e)","Persons",190,
"Australian Capital Territory","Statistical Area Level 2","Fadden","2011","Annual","Born elsewhere(e)","Persons",107,
